x,y,memb,phi
4.343434343434343,0.1016949152542373,a,0.011359016884291282
4.444444444444445,0.1016949152542373,a,0.011208176742411046
4.545454545454545,0.1016949152542373,a,0.011057336600530807
4.646464646464646,0.1016949152542373,a,0.01090649645865057
4.747474747474747,0.1016949152542373,a,0.010755656316770333
4.848484848484849,0.1016949152542373,a,0.010604816174890095
4.94949494949495,0.1016949152542373,a,0.010453976033009854
5.05050505050505,0.1016949152542373,c,0.005224222613903788
5.151515151515151,0.1016949152542373,-,-1.0
5.252525252525253,0.1016949152542373,-,-1.0
5.353535353535354,0.1016949152542373,-,-1.0
5.454545454545454,0.1016949152542373,-,-1.0
5.555555555555555,0.1016949152542373,-,-1.0
5.656565656565657,0.1016949152542373,-,-1.0
5.757575757575758,0.1016949152542373,-,-1.0
5.858585858585858,0.1016949152542373,-,-1.0
5.959595959595959,0.1016949152542373,-,-1.0
6.0606060606060606,0.1016949152542373,-,-1.0
6.161616161616162,0.1016949152542373,-,-1.0
6.262626262626262,0.1016949152542373,-,-1.0
6.363636363636363,0.1016949152542373,-,-1.0
6.4646464646464645,0.1016949152542373,-,-1.0
6.565656565656566,0.1016949152542373,-,-1.0
6.666666666666667,0.1016949152542373,-,-1.0
6.767676767676767,0.1016949152542373,-,-1.0
6.8686868686868685,0.1016949152542373,-,-1.0
6.96969696969697,0.1016949152542373,-,-1.0
7.070707070707071,0.1016949152542373,-,-1.0
7.171717171717171,0.1016949152542373,-,-1.0
7.2727272727272725,0.1016949152542373,-,-1.0
7.373737373737374,0.1016949152542373,-,-1.0
7.474747474747475,0.1016949152542373,-,-1.0
7.575757575757575,0.1016949152542373,-,-1.0
7.6767676767676765,0.1016949152542373,-,-1.0
7.777777777777778,0.1016949152542373,-,-1.0
7.878787878787879,0.1016949152542373,-,-1.0
7.979797979797979,0.1016949152542373,-,-1.0
8.080808080808081,0.1016949152542373,-,-1.0
8.181818181818182,0.1016949152542373,-,-1.0
8.282828282828282,0.1016949152542373,-,-1.0
8.383838383838384,0.1016949152542373,-,-1.0
8.484848484848484,0.1016949152542373,-,-1.0
8.585858585858587,0.1016949152542373,-,-1.0
8.686868686868687,0.1016949152542373,-,-1.0
8.787878787878787,0.1016949152542373,-,-1.0
8.88888888888889,0.1016949152542373,-,-1.0
8.98989898989899,0.1016949152542373,-,-1.0
9.09090909090909,0.1016949152542373,-,-1.0
9.191919191919192,0.1016949152542373,-,-1.0
9.292929292929292,0.1016949152542373,-,-1.0
9.393939393939394,0.1016949152542373,-,-1.0
9.494949494949495,0.1016949152542373,-,-1.0
9.595959595959595,0.1016949152542373,-,-1.0
9.696969696969697,0.1016949152542373,-,-1.0
9.797979797979798,0.1016949152542373,-,-1.0
9.8989898989899,0.1016949152542373,-,-1.0
10.0,0.1016949152542373,-,-1.0
0.0,0.2033898305084746,a,0.03569028597028299
0.10101010101010101,0.2033898305084746,a,0.035388605686522516
0.20202020202020202,0.2033898305084746,a,0.03508692540276204
0.30303030303030304,0.2033898305084746,a,0.034785245119001565
0.40404040404040403,0.2033898305084746,a,0.034483564835241086
0.5050505050505051,0.2033898305084746,a,0.034181884551480614
0.6060606060606061,0.2033898305084746,a,0.03388020426772014
0.7070707070707071,0.2033898305084746,a,0.03357852398395966
0.8080808080808081,0.2033898305084746,a,0.03327684370019919
0.9090909090909091,0.2033898305084746,a,0.032975163416438705
1.0101010101010102,0.2033898305084746,a,0.03267348313267824
1.1111111111111112,0.2033898305084746,a,0.03237180284891777
1.2121212121212122,0.2033898305084746,a,0.03207012256515729
1.3131313131313131,0.2033898305084746,a,0.031768442281396816
1.4141414141414141,0.2033898305084746,a,0.03146676199763633
1.5151515151515151,0.2033898305084746,a,0.031165081713875865
1.6161616161616161,0.2033898305084746,a,0.030863401430115383
1.7171717171717171,0.2033898305084746,a,0.03056172114635491
1.8181818181818181,0.2033898305084746,a,0.030260040862594435
1.9191919191919191,0.2033898305084746,a,0.029958360578833963
2.0202020202020203,0.2033898305084746,a,0.029656680295073488
2.121212121212121,0.2033898305084746,a,0.02935500001131301
2.2222222222222223,0.2033898305084746,a,0.02905331972755254
2.323232323232323,0.2033898305084746,a,0.02875163944379206
2.4242424242424243,0.2033898305084746,a,0.02844995916003159
2.525252525252525,0.2033898305084746,a,0.02814827887627111
2.6262626262626263,0.2033898305084746,a,0.027846598592510638
2.727272727272727,0.2033898305084746,a,0.027544918308750162
2.8282828282828283,0.2033898305084746,a,0.02724323802498969
2.929292929292929,0.2033898305084746,a,0.026941557741229215
3.0303030303030303,0.2033898305084746,a,0.02663987745746874
3.131313131313131,0.2033898305084746,a,0.026338197173708257
3.2323232323232323,0.2033898305084746,a,0.026036516889947785
3.3333333333333335,0.2033898305084746,a,0.025734836606187313
3.4343434343434343,0.2033898305084746,a,0.02543315632242684
3.5353535353535355,0.2033898305084746,a,0.02513147603866636
3.6363636363636362,0.2033898305084746,a,0.02482979575490589
3.7373737373737375,0.2033898305084746,a,0.024528115471145414
3.8383838383838382,0.2033898305084746,a,0.02422643518738494
3.9393939393939394,0.2033898305084746,a,0.02392475490362446
4.040404040404041,0.2033898305084746,a,0.023623074619863987
4.141414141414141,0.2033898305084746,a,0.023321394336103512
4.242424242424242,0.2033898305084746,a,0.02301971405234304
4.343434343434343,0.2033898305084746,a,0.022718033768582564
4.444444444444445,0.2033898305084746,a,0.022416353484822092
4.545454545454545,0.2033898305084746,a,0.022114673201061613
4.646464646464646,0.2033898305084746,a,0.02181299291730114
4.747474747474747,0.2033898305084746,a,0.021511312633540666
4.848484848484849,0.2033898305084746,a,0.02120963234978019
4.94949494949495,0.2033898305084746,a,0.020907952066019708
5.05050505050505,0.2033898305084746,c,0.015602778575973527
5.151515151515151,0.2033898305084746,c,0.005294111879641624
5.252525252525253,0.2033898305084746,-,-1.0
5.353535353535354,0.2033898305084746,-,-1.0
5.454545454545454,0.2033898305084746,-,-1.0
5.555555555555555,0.2033898305084746,-,-1.0
5.656565656565657,0.2033898305084746,-,-1.0
5.757575757575758,0.2033898305084746,-,-1.0
5.858585858585858,0.2033898305084746,-,-1.0
5.959595959595959,0.2033898305084746,-,-1.0
6.0606060606060606,0.2033898305084746,-,-1.0
6.161616161616162,0.2033898305084746,-,-1.0
6.262626262626262,0.2033898305084746,-,-1.0
6.363636363636363,0.2033898305084746,-,-1.0
6.4646464646464645,0.2033898305084746,-,-1.0
6.565656565656566,0.2033898305084746,-,-1.0
6.666666666666667,0.2033898305084746,-,-1.0
6.767676767676767,0.2033898305084746,-,-1.0
6.8686868686868685,0.2033898305084746,-,-1.0
6.96969696969697,0.2033898305084746,-,-1.0
7.070707070707071,0.2033898305084746,-,-1.0
7.171717171717171,0.2033898305084746,-,-1.0
7.2727272727272725,0.2033898305084746,-,-1.0
7.373737373737374,0.2033898305084746,-,-1.0
7.474747474747475,0.2033898305084746,-,-1.0
7.575757575757575,0.2033898305084746,-,-1.0
7.6767676767676765,0.2033898305084746,-,-1.0
7.777777777777778,0.2033898305084746,-,-1.0
7.878787878787879,0.2033898305084746,-,-1.0
7.979797979797979,0.2033898305084746,-,-1.0
8.080808080808081,0.2033898305084746,-,-1.0
8.181818181818182,0.2033898305084746,-,-1.0
8.282828282828282,0.2033898305084746,-,-1.0
8.383838383838384,0.2033898305084746,-,-1.0
8.484848484848484,0.2033898305084746,-,-1.0
8.585858585858587,0.2033898305084746,-,-1.0
8.686868686868687,0.2033898305084746,-,-1.0
8.787878787878787,0.2033898305084746,-,-1.0
8.88888888888889,0.2033898305084746,-,-1.0
8.98989898989899,0.2033898305084746,-,-1.0
9.09090909090909,0.2033898305084746,-,-1.0
9.191919191919192,0.2033898305084746,-,-1.0
9.292929292929292,0.2033898305084746,-,-1.0
9.393939393939394,0.2033898305084746,-,-1.0
9.494949494949495,0.2033898305084746,-,-1.0
9.595959595959595,0.2033898305084746,-,-1.0
9.696969696969697,0.2033898305084746,-,-1.0
9.797979797979798,0.2033898305084746,-,-1.0
9.8989898989899,0.2033898305084746,-,-1.0
10.0,0.2033898305084746,-,-1.0
0.0,0.3050847457627119,a,0.05353542895542448
0.10101010101010101,0.3050847457627119,a,0.05308290852978377
0.20202020202020202,0.3050847457627119,a,0.052630388104143055
0.30303030303030304,0.3050847457627119,a,0.05217786767850235
0.40404040404040403,0.3050847457627119,a,0.05172534725286163
0.5050505050505051,0.3050847457627119,a,0.051272826827220924
0.6060606060606061,0.3050847457627119,a,0.0508203064015802
0.7070707070707071,0.3050847457627119,a,0.050367785975939494
0.8080808080808081,0.3050847457627119,a,0.04991526555029878
0.9090909090909091,0.3050847457627119,a,0.049462745124658064
1.0101010101010102,0.3050847457627119,a,0.049010224699017356
1.1111111111111112,0.3050847457627119,a,0.04855770427337665
1.2121212121212122,0.3050847457627119,a,0.04810518384773593
1.3131313131313131,0.3050847457627119,a,0.04765266342209522
1.4141414141414141,0.3050847457627119,a,0.0472001429964545
1.5151515151515151,0.3050847457627119,a,0.046747622570813795
1.6161616161616161,0.3050847457627119,a,0.04629510214517307
1.7171717171717171,0.3050847457627119,a,0.045842581719532365
1.8181818181818181,0.3050847457627119,a,0.045390061293891656
1.9191919191919191,0.3050847457627119,a,0.04493754086825094
2.0202020202020203,0.3050847457627119,a,0.04448502044261023
2.121212121212121,0.3050847457627119,a,0.04403250001696952
2.2222222222222223,0.3050847457627119,a,0.04357997959132881
2.323232323232323,0.3050847457627119,a,0.043127459165688095
2.4242424242424243,0.3050847457627119,a,0.04267493874004738
2.525252525252525,0.3050847457627119,a,0.042222418314406665
2.6262626262626263,0.3050847457627119,a,0.04176989788876595
2.727272727272727,0.3050847457627119,a,0.04131737746312525
2.8282828282828283,0.3050847457627119,a,0.040864857037484534
2.929292929292929,0.3050847457627119,a,0.04041233661184382
3.0303030303030303,0.3050847457627119,a,0.039959816186203104
3.131313131313131,0.3050847457627119,a,0.03950729576056239
3.2323232323232323,0.3050847457627119,a,0.03905477533492168
3.3333333333333335,0.3050847457627119,a,0.03860225490928097
3.4343434343434343,0.3050847457627119,a,0.03814973448364026
3.5353535353535355,0.3050847457627119,a,0.03769721405799954
3.6363636363636362,0.3050847457627119,a,0.037244693632358834
3.7373737373737375,0.3050847457627119,a,0.036792173206718126
3.8383838383838382,0.3050847457627119,a,0.036339652781077404
3.9393939393939394,0.3050847457627119,a,0.03588713235543669
4.040404040404041,0.3050847457627119,a,0.03543461192979598
4.141414141414141,0.3050847457627119,a,0.034982091504155266
4.242424242424242,0.3050847457627119,a,0.03452957107851456
4.343434343434343,0.3050847457627119,a,0.03407705065287384
4.444444444444445,0.3050847457627119,a,0.033624530227233135
4.545454545454545,0.3050847457627119,a,0.03317200980159242
4.646464646464646,0.3050847457627119,a,0.03271948937595171
4.747474747474747,0.3050847457627119,a,0.032266968950311
4.848484848484849,0.3050847457627119,a,0.03181444852467029
4.94949494949495,0.3050847457627119,a,0.031361928099029567
5.05050505050505,0.3050847457627119,c,0.025981334538043264
5.151515151515151,0.3050847457627119,c,0.01567266784171136
5.252525252525253,0.3050847457627119,c,0.005364001145379459
5.353535353535354,0.3050847457627119,-,-1.0
5.454545454545454,0.3050847457627119,-,-1.0
5.555555555555555,0.3050847457627119,-,-1.0
5.656565656565657,0.3050847457627119,-,-1.0
5.757575757575758,0.3050847457627119,-,-1.0
5.858585858585858,0.3050847457627119,-,-1.0
5.959595959595959,0.3050847457627119,-,-1.0
6.0606060606060606,0.3050847457627119,-,-1.0
6.161616161616162,0.3050847457627119,-,-1.0
6.262626262626262,0.3050847457627119,-,-1.0
6.363636363636363,0.3050847457627119,-,-1.0
6.4646464646464645,0.3050847457627119,-,-1.0
6.565656565656566,0.3050847457627119,-,-1.0
6.666666666666667,0.3050847457627119,-,-1.0
6.767676767676767,0.3050847457627119,-,-1.0
6.8686868686868685,0.3050847457627119,-,-1.0
6.96969696969697,0.3050847457627119,-,-1.0
7.070707070707071,0.3050847457627119,-,-1.0
7.171717171717171,0.3050847457627119,-,-1.0
7.2727272727272725,0.3050847457627119,-,-1.0
7.373737373737374,0.3050847457627119,-,-1.0
7.474747474747475,0.3050847457627119,-,-1.0
7.575757575757575,0.3050847457627119,-,-1.0
7.6767676767676765,0.3050847457627119,-,-1.0
7.777777777777778,0.3050847457627119,-,-1.0
7.878787878787879,0.3050847457627119,-,-1.0
7.979797979797979,0.3050847457627119,-,-1.0
8.080808080808081,0.3050847457627119,-,-1.0
8.181818181818182,0.3050847457627119,-,-1.0
8.282828282828282,0.3050847457627119,-,-1.0
8.383838383838384,0.3050847457627119,-,-1.0
8.484848484848484,0.3050847457627119,-,-1.0
8.585858585858587,0.3050847457627119,-,-1.0
8.686868686868687,0.3050847457627119,-,-1.0
8.787878787878787,0.3050847457627119,-,-1.0
8.88888888888889,0.3050847457627119,-,-1.0
8.98989898989899,0.3050847457627119,-,-1.0
9.09090909090909,0.3050847457627119,-,-1.0
9.191919191919192,0.3050847457627119,-,-1.0
9.292929292929292,0.3050847457627119,-,-1.0
9.393939393939394,0.3050847457627119,-,-1.0
9.494949494949495,0.3050847457627119,-,-1.0
9.595959595959595,0.3050847457627119,-,-1.0
9.696969696969697,0.3050847457627119,-,-1.0
9.797979797979798,0.3050847457627119,-,-1.0
9.8989898989899,0.3050847457627119,-,-1.0
10.0,0.3050847457627119,-,-1.0
0.0,0.4067796610169492,a,0.07138057194056598
0.10101010101010101,0.4067796610169492,a,0.07077721137304503
0.20202020202020202,0.4067796610169492,a,0.07017385080552407
0.30303030303030304,0.4067796610169492,a,0.06957049023800313
0.40404040404040403,0.4067796610169492,a,0.06896712967048217
0.5050505050505051,0.4067796610169492,a,0.06836376910296123
0.6060606060606061,0.4067796610169492,a,0.06776040853544028
0.7070707070707071,0.4067796610169492,a,0.06715704796791933
0.8080808080808081,0.4067796610169492,a,0.06655368740039838
0.9090909090909091,0.4067796610169492,a,0.06595032683287741
1.0101010101010102,0.4067796610169492,a,0.06534696626535648
1.1111111111111112,0.4067796610169492,a,0.06474360569783554
1.2121212121212122,0.4067796610169492,a,0.06414024513031458
1.3131313131313131,0.4067796610169492,a,0.06353688456279363
1.4141414141414141,0.4067796610169492,a,0.06293352399527266
1.5151515151515151,0.4067796610169492,a,0.06233016342775173
1.6161616161616161,0.4067796610169492,a,0.061726802860230766
1.7171717171717171,0.4067796610169492,a,0.06112344229270982
1.8181818181818181,0.4067796610169492,a,0.06052008172518887
1.9191919191919191,0.4067796610169492,a,0.059916721157667927
2.0202020202020203,0.4067796610169492,a,0.059313360590146975
2.121212121212121,0.4067796610169492,a,0.05871000002262602
2.2222222222222223,0.4067796610169492,a,0.05810663945510508
2.323232323232323,0.4067796610169492,a,0.05750327888758412
2.4242424242424243,0.4067796610169492,a,0.05689991832006318
2.525252525252525,0.4067796610169492,a,0.05629655775254222
2.6262626262626263,0.4067796610169492,a,0.055693197185021276
2.727272727272727,0.4067796610169492,a,0.055089836617500325
2.8282828282828283,0.4067796610169492,a,0.05448647604997938
2.929292929292929,0.4067796610169492,a,0.05388311548245843
3.0303030303030303,0.4067796610169492,a,0.05327975491493748
3.131313131313131,0.4067796610169492,a,0.052676394347416514
3.2323232323232323,0.4067796610169492,a,0.05207303377989557
3.3333333333333335,0.4067796610169492,a,0.051469673212374625
3.4343434343434343,0.4067796610169492,a,0.05086631264485368
3.5353535353535355,0.4067796610169492,a,0.05026295207733272
3.6363636363636362,0.4067796610169492,a,0.04965959150981178
3.7373737373737375,0.4067796610169492,a,0.04905623094229083
3.8383838383838382,0.4067796610169492,a,0.04845287037476988
3.9393939393939394,0.4067796610169492,a,0.04784950980724892
4.040404040404041,0.4067796610169492,a,0.047246149239727975
4.141414141414141,0.4067796610169492,a,0.046642788672207024
4.242424242424242,0.4067796610169492,a,0.04603942810468608
4.343434343434343,0.4067796610169492,a,0.04543606753716513
4.444444444444445,0.4067796610169492,a,0.044832706969644184
4.545454545454545,0.4067796610169492,a,0.044229346402123226
4.646464646464646,0.4067796610169492,a,0.04362598583460228
4.747474747474747,0.4067796610169492,a,0.04302262526708133
4.848484848484849,0.4067796610169492,a,0.04241926469956038
4.94949494949495,0.4067796610169492,a,0.041815904132039415
5.05050505050505,0.4067796610169492,c,0.036359890500113005
5.151515151515151,0.4067796610169492,c,0.026051223803781103
5.252525252525253,0.4067796610169492,c,0.0157425571074492
5.353535353535354,0.4067796610169492,c,0.005433890411117297
5.454545454545454,0.4067796610169492,-,-1.0
5.555555555555555,0.4067796610169492,-,-1.0
5.656565656565657,0.4067796610169492,-,-1.0
5.757575757575758,0.4067796610169492,-,-1.0
5.858585858585858,0.4067796610169492,-,-1.0
5.959595959595959,0.4067796610169492,-,-1.0
6.0606060606060606,0.4067796610169492,-,-1.0
6.161616161616162,0.4067796610169492,-,-1.0
6.262626262626262,0.4067796610169492,-,-1.0
6.363636363636363,0.4067796610169492,-,-1.0
6.4646464646464645,0.4067796610169492,-,-1.0
6.565656565656566,0.4067796610169492,-,-1.0
6.666666666666667,0.4067796610169492,-,-1.0
6.767676767676767,0.4067796610169492,-,-1.0
6.8686868686868685,0.4067796610169492,-,-1.0
6.96969696969697,0.4067796610169492,-,-1.0
7.070707070707071,0.4067796610169492,-,-1.0
7.171717171717171,0.4067796610169492,-,-1.0
7.2727272727272725,0.4067796610169492,-,-1.0
7.373737373737374,0.4067796610169492,-,-1.0
7.474747474747475,0.4067796610169492,-,-1.0
7.575757575757575,0.4067796610169492,-,-1.0
7.6767676767676765,0.4067796610169492,-,-1.0
7.777777777777778,0.4067796610169492,-,-1.0
7.878787878787879,0.4067796610169492,-,-1.0
7.979797979797979,0.4067796610169492,-,-1.0
8.080808080808081,0.4067796610169492,-,-1.0
8.181818181818182,0.4067796610169492,-,-1.0
8.282828282828282,0.4067796610169492,-,-1.0
8.383838383838384,0.4067796610169492,-,-1.0
8.484848484848484,0.4067796610169492,-,-1.0
8.585858585858587,0.4067796610169492,-,-1.0
8.686868686868687,0.4067796610169492,-,-1.0
8.787878787878787,0.4067796610169492,-,-1.0
8.88888888888889,0.4067796610169492,-,-1.0
8.98989898989899,0.4067796610169492,-,-1.0
9.09090909090909,0.4067796610169492,-,-1.0
9.191919191919192,0.4067796610169492,-,-1.0
9.292929292929292,0.4067796610169492,-,-1.0
9.393939393939394,0.4067796610169492,-,-1.0
9.494949494949495,0.4067796610169492,-,-1.0
9.595959595959595,0.4067796610169492,-,-1.0
9.696969696969697,0.4067796610169492,-,-1.0
9.797979797979798,0.4067796610169492,-,-1.0
9.8989898989899,0.4067796610169492,-,-1.0
10.0,0.4067796610169492,-,-1.0
0.0,0.5084745762711864,a,0.08922571492570745
0.10101010101010101,0.5084745762711864,a,0.08847151421630628
0.20202020202020202,0.5084745762711864,a,0.08771731350690508
0.30303030303030304,0.5084745762711864,a,0.08696311279750389
0.40404040404040403,0.5084745762711864,a,0.0862089120881027
0.5050505050505051,0.5084745762711864,a,0.08545471137870153
0.6060606060606061,0.5084745762711864,a,0.08470051066930033
0.7070707070707071,0.5084745762711864,a,0.08394630995989914
0.8080808080808081,0.5084745762711864,a,0.08319210925049797
0.9090909090909091,0.5084745762711864,a,0.08243790854109677
1.0101010101010102,0.5084745762711864,a,0.08168370783169558
1.1111111111111112,0.5084745762711864,a,0.0809295071222944
1.2121212121212122,0.5084745762711864,a,0.08017530641289322
1.3131313131313131,0.5084745762711864,a,0.07942110570349203
1.4141414141414141,0.5084745762711864,a,0.07866690499409082
1.5151515151515151,0.5084745762711864,a,0.07791270428468966
1.6161616161616161,0.5084745762711864,a,0.07715850357528845
1.7171717171717171,0.5084745762711864,a,0.07640430286588727
1.8181818181818181,0.5084745762711864,a,0.07565010215648608
1.9191919191919191,0.5084745762711864,a,0.0748959014470849
2.0202020202020203,0.5084745762711864,a,0.07414170073768371
2.121212121212121,0.5084745762711864,a,0.07338750002828251
2.2222222222222223,0.5084745762711864,a,0.07263329931888134
2.323232323232323,0.5084745762711864,a,0.07187909860948015
2.4242424242424243,0.5084745762711864,a,0.07112489790007896
2.525252525252525,0.5084745762711864,a,0.07037069719067778
2.6262626262626263,0.5084745762711864,a,0.06961649648127659
2.727272727272727,0.5084745762711864,a,0.0688622957718754
2.8282828282828283,0.5084745762711864,a,0.06810809506247421
2.929292929292929,0.5084745762711864,a,0.06735389435307303
3.0303030303030303,0.5084745762711864,a,0.06659969364367184
3.131313131313131,0.5084745762711864,a,0.06584549293427064
3.2323232323232323,0.5084745762711864,a,0.06509129222486945
3.3333333333333335,0.5084745762711864,a,0.06433709151546828
3.4343434343434343,0.5084745762711864,a,0.06358289080606709
3.5353535353535355,0.5084745762711864,a,0.06282869009666589
3.6363636363636362,0.5084745762711864,a,0.06207448938726472
3.7373737373737375,0.5084745762711864,a,0.06132028867786353
3.8383838383838382,0.5084745762711864,a,0.060566087968462336
3.9393939393939394,0.5084745762711864,a,0.05981188725906114
4.040404040404041,0.5084745762711864,a,0.059057686549659955
4.141414141414141,0.5084745762711864,a,0.05830348584025878
4.242424242424242,0.5084745762711864,a,0.057549285130857594
4.343434343434343,0.5084745762711864,a,0.0567950844214564
4.444444444444445,0.5084745762711864,a,0.05604088371205522
4.545454545454545,0.5084745762711864,a,0.055286683002654026
4.646464646464646,0.5084745762711864,a,0.05453248229325284
4.747474747474747,0.5084745762711864,a,0.05377828158385166
4.848484848484849,0.5084745762711864,a,0.05302408087445047
4.94949494949495,0.5084745762711864,a,0.05226988016504927
5.05050505050505,0.5084745762711864,c,0.04673844646218274
